rxnID	coefficient	Metabolite standard name	Metabolite_type	compartment
r_1595	1	(2S)-2-isopropyl-3-oxosuccinate	product	mitochondrion
r_1595	1.8	PMF	product	mitochondrial intermembrane space
r_1596	1	(S)-3-methyl-2-oxopentanoate	product	cytoplasm
r_1596	0.9	PMF	product	mitochondrion
r_1596	1	(S)-3-methyl-2-oxopentanoate	reactant	mitochondrion
r_1596	0.9	PMF	reactant	mitochondrial intermembrane space
r_1606	1	4-aminobenzoate	reactant	cytoplasm
r_1606	0.9	PMF	reactant	mitochondrion
r_1606	1	4-aminobenzoate	product	mitochondrion
r_1606	0.9	PMF	product	mitochondrial intermembrane space
r_1607	1	4-aminobutanal	reactant	cytoplasm
r_1607	0.9	PMF	reactant	mitochondrial intermembrane space
r_1607	1	4-aminobutanal	product	mitochondrion
r_1607	0.9	PMF	product	mitochondrion
r_1609	1	4-hydroxy-2-oxoglutarate	reactant	cytoplasm
r_1609	1.8	PMF	reactant	mitochondrion
r_1609	1	4-hydroxy-2-oxoglutarate	product	mitochondrion
r_1609	1.8	PMF	product	mitochondrial intermembrane space
r_1611	1	4-hydroxybenzoate	reactant	cytoplasm
r_1611	0.9	PMF	reactant	mitochondrion
r_1611	1	4-hydroxybenzoate	product	mitochondrion
r_1611	0.9	PMF	product	mitochondrial intermembrane space
r_1642	1	adenosine 3',5'-bismonophosphate	reactant	cytoplasm
r_1642	1	coenzyme A	reactant	mitochondrion
r_1642	1	adenosine 3',5'-bismonophosphate	product	mitochondrion
r_1642	1	coenzyme A	product	cytoplasm
r_1657	1	L-arginine	reactant	cytoplasm
r_1657	0.9	PMF	reactant	mitochondrial intermembrane space
r_1657	1	L-arginine	product	mitochondrion
r_1657	0.9	PMF	product	mitochondrion
r_1743	1	dihydrofolic acid	reactant	cytoplasm
r_1743	1.8	PMF	reactant	mitochondrion
r_1743	1	dihydrofolic acid	product	mitochondrion
r_1743	1.8	PMF	product	mitochondrial intermembrane space
r_1745	1	7,8-dihydropteroate	reactant	cytoplasm
r_1745	0.9	PMF	reactant	mitochondrion
r_1745	1	7,8-dihydropteroate	product	mitochondrion
r_1745	0.9	PMF	product	mitochondrial intermembrane space
r_1746	1	dihydroxyacetone phosphate	reactant	mitochondrion
r_1746	1.8	PMF	reactant	mitochondrial intermembrane space
r_1746	1	dihydroxyacetone phosphate	product	mitochondrial intermembrane space
r_1746	1.8	PMF	product	mitochondrion
r_1766	1	farnesyl diphosphate	reactant	cytoplasm
r_1766	2.7	PMF	reactant	mitochondrion
r_1766	1	farnesyl diphosphate	product	mitochondrion
r_1766	2.7	PMF	product	mitochondrial intermembrane space
r_1809	1	glycerol 3-phosphate	reactant	mitochondrial intermembrane space
r_1809	1.8	PMF	reactant	mitochondrion
r_1809	1	glycerol 3-phosphate	product	mitochondrion
r_1809	1.8	PMF	product	mitochondrial intermembrane space
r_1846	1	indole-3-acetate	reactant	cytoplasm
r_1846	0.9	PMF	reactant	mitochondrion
r_1846	1	indole-3-acetate	product	mitochondrion
r_1846	0.9	PMF	product	mitochondrial intermembrane space
r_1919	1	L-lysine	reactant	cytoplasm
r_1919	0.9	PMF	reactant	mitochondrial intermembrane space
r_1919	1	L-lysine	product	mitochondrion
r_1919	0.9	PMF	product	mitochondrion
r_2022	1	protoporphyrinogen	reactant	cytoplasm
r_2022	1.8	PMF	reactant	mitochondrion
r_2022	1	protoporphyrinogen	product	mitochondrion
r_2022	1.8	PMF	product	mitochondrial intermembrane space
MNXR105607	1	L-lysine	reactant	cytoplasm
MNXR105607	1	ornithine	reactant	mitochondrion
MNXR105607	1	L-lysine	product	mitochondrion
MNXR105607	1	ornithine	product	cytoplasm
[2Fe-2S] iron-sulfur cluster transport	1	ATP	reactant	mitochondrion
[2Fe-2S] iron-sulfur cluster transport	1	H2O	reactant	mitochondrion
[2Fe-2S] iron-sulfur cluster transport	1	[2Fe-2S] iron-sulfur cluster	reactant	mitochondrion
[2Fe-2S] iron-sulfur cluster transport	1.8	PMF	reactant	mitochondrion
[2Fe-2S] iron-sulfur cluster transport	1	ADP	product	mitochondrion
[2Fe-2S] iron-sulfur cluster transport	1	H+	product	mitochondrion
[2Fe-2S] iron-sulfur cluster transport	1	phosphate	product	mitochondrion
[2Fe-2S] iron-sulfur cluster transport	1	[2Fe-2S] iron-sulfur cluster	product	cytoplasm
[2Fe-2S] iron-sulfur cluster transport	1.8	PMF	product	mitochondrial intermembrane space
[4Fe-4S] iron-sulfur cluster transport	1	ATP	reactant	mitochondrion
[4Fe-4S] iron-sulfur cluster transport	1	H2O	reactant	mitochondrion
[4Fe-4S] iron-sulfur cluster transport	1	[4Fe-4S] iron-sulfur cluster	reactant	mitochondrion
[4Fe-4S] iron-sulfur cluster transport	1.8	PMF	reactant	mitochondrion
[4Fe-4S] iron-sulfur cluster transport	1	ADP	product	mitochondrion
[4Fe-4S] iron-sulfur cluster transport	1	H+	product	mitochondrion
[4Fe-4S] iron-sulfur cluster transport	1	phosphate	product	mitochondrion
[4Fe-4S] iron-sulfur cluster transport	1	[4Fe-4S] iron-sulfur cluster	product	cytoplasm
[4Fe-4S] iron-sulfur cluster transport	1.8	PMF	product	mitochondrial intermembrane space
folate transport, mitochondrial	1	folate	reactant	cytoplasm
folate transport, mitochondrial	1.8	PMF	reactant	mitochondrion
folate transport, mitochondrial	1	folate	product	mitochondrion
folate transport, mitochondrial	1.8	PMF	product	mitochondrial intermembrane space
dethiobiotin transport	1	dethiobiotin	reactant	cytoplasm
dethiobiotin transport	0.9	PMF	reactant	mitochondrion
dethiobiotin transport	1	dethiobiotin	product	mitochondrion
dethiobiotin transport	0.9	PMF	product	mitochondrial intermembrane space
biotin transport	1	biotin	reactant	mitochondrion
biotin transport	0.9	PMF	reactant	mitochondrial intermembrane space
biotin transport	1	biotin	product	cytoplasm
biotin transport	0.9	PMF	product	mitochondrion
2-hydroxyglutarate transport	1	2-hydroxyglutarate	reactant	cytoplasm
2-hydroxyglutarate transport	1.8	PMF	reactant	mitochondrion
2-hydroxyglutarate transport	1	2-hydroxyglutarate	product	mitochondrion
2-hydroxyglutarate transport	1.8	PMF	product	mitochondrial intermembrane space
hydrogen sulfide transport	1	hydrogen sulfide	reactant	cytoplasm
hydrogen sulfide transport	0.9	PMF	reactant	mitochondrion
hydrogen sulfide transport	1	hydrogen sulfide	product	mitochondrion
hydrogen sulfide transport	0.9	PMF	product	mitochondrial intermembrane space
Magnesium transporter MRS2, mitochondrial (RNA-splicing protein MRS2)	1	Mg(2+)	reactant	cytoplasm
Magnesium transporter MRS2, mitochondrial (RNA-splicing protein MRS2)	1.8	PMF	reactant	mitochondrial intermembrane space
Magnesium transporter MRS2, mitochondrial (RNA-splicing protein MRS2)	1	Mg(2+)	product	mitochondrion
Magnesium transporter MRS2, mitochondrial (RNA-splicing protein MRS2)	1.8	PMF	product	mitochondrion
ferroheme b transport	1	ferroheme b	reactant	mitochondrion
ferroheme b transport	1.8	PMF	reactant	mitochondrial intermembrane space
ferroheme b transport	1	ferroheme b	product	mitochondrial intermembrane space
ferroheme b transport	1.8	PMF	product	mitochondrion
